15.73,-60.82,-53.77,-7.73,34.27,27.24,-75.32
15.73,-60.82,-53.77,-7.73,34.27,27.24,-75.32
15.73,-60.82,-53.77,-7.73,34.27,27.24,-75.32
15.73,-60.82,-53.77,-7.73,34.27,27.24,-75.32
15.73,-60.82,-53.77,-7.73,34.27,27.24,-75.32
15.73,-60.82,-53.77,-7.73,34.27,27.24,-75.32
15.73,-60.82,-53.77,-7.73,34.27,27.24,-75.32
15.73,-60.82,-53.77,-7.73,34.27,27.24,-75.32
15.73,-60.82,-53.77,-7.73,34.27,27.24,-75.32
15.73,-60.82,-53.77,-7.73,34.27,27.24,-75.32
15.73,-60.82,-53.77,-7.73,34.27,27.24,-75.32
15.73,-60.82,-53.77,-7.73,34.27,27.24,-75.32
15.73,-60.82,-53.77,-7.73,34.27,27.24,-75.32
15.73,-60.82,-53.77,-7.73,34.27,27.24,-75.32
15.73,-60.82,-53.77,-7.73,34.27,27.24,-75.32
15.73,-60.82,-53.77,-7.73,34.27,27.24,-75.32
15.73,-60.82,-53.77,-7.73,34.27,27.24,-75.32
15.11,-61.17,-53.6,-6.5,33.04,26.1,-73.91
10.89,-60.73,-48.24,-1.14,27.77,20.56,-68.64
8.96,-60.2,-38.13,5.09,18.01,13.18,-58.53
8.78,-60.38,-26.26,6.85,10.28,10.01,-44.12
8.43,-60.46,-17.39,4.21,7.38,10.89,-26.8
7.03,-58.35,-11.059999999999999,1.05,8.87,14.76,-14.06
5.53,-55.37,-9.3,-1.84,16.25,19.77,-6.76
5.09,-51.06,-10.18,-2.28,25.66,23.99,-2.9
5.09,-47.72,-12.82,-2.46,32.51,25.04,-2.72
5.09,-47.46,-16.33,-2.72,34.62,26.27,-2.72
5.09,-47.72,-20.55,-3.16,32.87,27.94,-2.72
5.8,-47.37,-25.47,-3.42,31.72,28.91,-2.72
8.17,-45.08,-29.69,-4.74,32.95,30.49,-2.81
9.49,-43.06,-33.82,-5.62,34.1,30.49,-2.72
10.1,-42.8,-37.43,-6.15,31.99,30.49,-2.81
10.28,-42.45,-39.89,-6.59,31.37,31.02,-2.46
10.19,-42.01,-42.26,-8.26,30.58,31.81,-2.46
10.1,-41.74,-44.9,-8.43,28.65,31.99,-2.46
10.1,-41.57,-47.09,-8.43,27.15,31.99,-2.46
9.14,-41.57,-49.2,-8.34,25.13,31.99,-3.25
7.55,-41.57,-50.61,-6.94,24.52,31.99,-5.62
7.2,-41.39,-51.31,-6.85,24.52,31.99,-5.8
7.11,-41.22,-51.4,-6.85,24.52,31.99,-7.2
6.94,-40.95,-51.84,-6.85,24.52,31.99,-12.21
5.53,-40.86,-52.98,-6.41,24.34,31.99,-21.09
4.13,-40.86,-53.51,-5.62,24.34,31.11,-33.48
3.69,-40.86,-53.51,-5.62,23.99,30.41,-49.57
3.6,-40.86,-53.6,-5.62,23.99,30.41,-61.87
3.6,-40.78,-54.74,-5.62,23.37,30.41,-69.43
3.6,-40.69,-56.06,-5.62,22.58,30.41,-72.33
3.6,-40.69,-56.06,-5.62,22.23,30.41,-70.83
3.6,-40.69,-56.06,-5.62,22.23,30.41,-66.09
3.51,-40.69,-56.06,-5.62,22.23,30.41,-59.67
3.42,-40.69,-56.06,-5.97,22.23,30.41,-56.51
3.51,-40.69,-56.06,-5.97,22.23,30.41,-56.07
3.51,-40.69,-56.06,-6.15,22.23,30.41,-55.98
3.42,-40.69,-56.06,-6.32,22.23,30.41,-55.98
3.42,-40.69,-56.06,-6.32,22.23,30.41,-55.98
3.33,-40.6,-56.06,-6.32,22.23,30.41,-55.45
3.25,-40.6,-56.15,-6.32,22.23,30.41,-51.94
3.16,-40.6,-56.15,-6.67,22.23,30.41,-46.66
3.16,-40.6,-56.24,-6.67,22.23,30.41,-40.16
3.16,-40.6,-56.24,-6.85,22.23,30.41,-30.32
3.16,-40.6,-56.24,-6.85,22.23,30.41,-26.71
3.16,-40.6,-56.24,-6.85,22.23,30.41,-26.71
3.33,-40.6,-56.24,-6.85,22.23,30.41,-26.71
3.51,-40.6,-56.24,-7.38,22.23,30.41,-26.71
3.51,-40.6,-56.24,-8.08,21.18,30.41,-26.71
2.9,-40.6,-56.24,-9.4,20.12,30.41,-26.71
1.4,-40.6,-54.57,-10.54,19.95,30.67,-26.71
-0.43,-40.69,-54.13,-12.56,19.95,31.81,-26.71
-2.28,-40.69,-53.95,-13.0,19.95,32.16,-26.71
-3.95,-40.69,-53.42,-13.62,19.95,33.57,-26.71
-5.8,-40.69,-52.98,-14.15,20.21,34.36,-26.71
-7.82,-40.69,-52.46,-14.94,20.21,35.06,-26.71
-8.61,-40.51,-52.37,-16.25,20.03,37.0,-26.71
-8.78,-39.55,-51.4,-16.25,18.8,38.23,-26.71
-10.19,-38.14,-49.64,-16.17,18.45,38.23,-26.71
-12.21,-37.08,-48.15,-14.06,17.75,36.38,-26.71
-12.12,-34.45,-45.78,-13.79,17.75,35.24,-26.71
-11.86,-31.72,-44.81,-13.09,16.69,35.24,-26.71
-11.86,-28.74,-42.96,-13.0,16.34,35.24,-26.71
-11.86,-25.4,-39.71,-13.0,16.96,35.24,-26.71
-11.86,-22.14,-37.6,-13.44,18.19,35.41,-26.71
-11.25,-18.98,-35.230000000000004,-13.62,19.33,36.03,-26.71
-11.07,-15.9,-32.15,-13.62,20.21,36.03,-26.71
-11.42,-12.83,-28.81,-13.62,20.91,36.03,-26.71
-11.33,-9.93,-25.21,-13.79,22.5,36.03,-26.71
-11.25,-7.38,-23.1,-13.88,23.55,36.03,-26.71
-10.54,-4.3,-21.25,-14.06,23.9,36.82,-26.71
-10.1,-1.14,-18.439999999999998,-14.41,23.9,36.82,-26.71
-10.37,1.4,-15.01,-14.67,23.9,36.82,-26.71
